% Model,attempt10-785nm_step3.mph
% Version,COMSOL 6.1.0.282
% Date,"Nov 11 2025, 16:27"
% Table,E^4 - Surface Integration 1
% pyramid_l (nm),D (nm),lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
325.0,260.0,0.785,6.004825980663464e+18
325.0,265.0,0.785,6.174798363679132e+18
325.0,270.0,0.785,6.272735499242138e+18
325.0,275.0,0.785,6.274262231235075e+18
325.0,280.0,0.785,6.073375468541731e+18
325.0,285.0,0.785,6.494615183984922e+18
325.0,290.0,0.785,6.356906564147713e+18
325.0,295.0,0.785,6.654933677115018e+18
325.0,300.0,0.785,6.244086474795664e+18
325.0,305.0,0.785,6.697102930691961e+18
325.0,310.0,0.785,6.878825781261818e+18
325.0,315.0,0.785,6.807067880706061e+18
325.0,320.0,0.785,6.970288282385354e+18
325.0,325.0,0.785,7.32024555094693e+18
325.0,330.0,0.785,7.551640622972711e+18
325.0,335.0,0.785,7.594520662479054e+18
325.0,340.0,0.785,7.529629113372453e+18
325.0,345.0,0.785,7.810668373930268e+18
325.0,350.0,0.785,7.985194027902806e+18
325.0,355.0,0.785,8.050380616424973e+18
325.0,360.0000000000001,0.785,8.452647365888371e+18
325.0,365.0,0.785,8.55277879425365e+18
325.0,370.0,0.785,9.098765868149228e+18
325.0,375.0,0.785,9.543455323526765e+18
325.0,380.0,0.785,9.622766586547044e+18
325.0,385.0,0.785,1.016413678291313e+19
325.0,390.0,0.785,1.065052424072906e+19
325.0,395.0,0.785,1.148462986423804e+19
325.0,400.0,0.785,1.173997562538582e+19
325.0,405.0,0.785,1.37903036781011e+19
325.0,410.0,0.785,1.383192450238339e+19
325.0,415.0000000000001,0.785,1.539858511412944e+19
325.0,420.0,0.785,1.694427484298333e+19
325.0,425.0,0.785,1.926347221923679e+19
325.0,430.0,0.785,2.136503732288556e+19
325.0,435.0,0.785,2.564646792495143e+19
325.0,440.0,0.785,3.271448903355881e+19
325.0,445.0,0.785,4.124632993814633e+19
325.0,450.0,0.785,5.94484641437404e+19
325.0,455.0,0.785,9.011913758490624e+19
325.0,460.0,0.785,1.798073536719373e+20
325.0,465.0000000000001,0.785,4.707418632198041e+20
325.0,470.0000000000001,0.785,1.881301802678265e+21
325.0,475.0,0.785,2.693822633933183e+21
325.0,480.00000000000006,0.785,1.853723482147084e+20
325.0,485.0,0.785,1.047581346581294e+19
325.0,490.00000000000006,0.785,4.726867761479008e+17
325.0,495.0,0.785,4.231129124352352e+16
325.0,500.00000000000006,0.785,7.366422490585466e+19
330.0,0.0,0.785,5.646758900132833e+18
330.0,5.0,0.785,5.259676100053768e+18
330.0,10.0,0.785,5.147372587146199e+18
330.0,15.000000000000002,0.785,5.18707097055037e+18
330.0,20.0,0.785,5.163234962000532e+18
330.0,25.000000000000004,0.785,5.031350975241183e+18
330.0,30.000000000000004,0.785,5.233138230241479e+18
330.0,35.0,0.785,5.142580876414987e+18
330.0,40.0,0.785,5.225758684169476e+18
330.0,45.000000000000014,0.785,5.337166855447385e+18
330.0,50.00000000000001,0.785,5.264434021225793e+18
330.0,55.0,0.785,5.327838818226382e+18
330.0,60.00000000000002,0.785,5.313451368653348e+18
330.0,65.0,0.785,5.407979521814938e+18
330.0,70.0,0.785,5.342931808116808e+18
330.0,75.00000000000001,0.785,5.535623643187267e+18
330.0,80.0,0.785,5.434841916797356e+18
330.0,85.00000000000001,0.785,5.504001913739469e+18
330.0,90.00000000000001,0.785,5.441727861069473e+18
330.0,95.0,0.785,5.503694874350418e+18
330.0,100.0,0.785,5.618257481918646e+18
330.0,105.0,0.785,5.418830760000699e+18
330.0,110.0,0.785,5.551494275158388e+18
330.0,115.0,0.785,5.585853265588529e+18
330.0,119.99999999999999,0.785,5.409941199755211e+18
330.0,125.0,0.785,5.701551016235764e+18
330.0,130.0,0.785,5.632516711303617e+18
330.0,135.0,0.785,5.625929289499892e+18
330.0,140.0,0.785,5.467364860990973e+18
330.0,145.0,0.785,5.647828129800073e+18
330.0,150.0,0.785,5.833399776740262e+18
330.0,155.0,0.785,5.866386858267289e+18
330.0,160.0,0.785,5.818081246775651e+18
330.0,165.0,0.785,5.839853668312486e+18
330.0,170.0,0.785,5.875066114568155e+18
330.0,175.0,0.785,6.0942357684071e+18
330.0,180.0,0.785,6.072310865378485e+18
330.0,185.0,0.785,5.964783308675254e+18
330.0,190.0,0.785,5.829080160746608e+18
330.0,195.0,0.785,5.969773979732196e+18
330.0,200.0,0.785,6.04855123598468e+18
330.0,205.0,0.785,6.082421687579855e+18
330.0,210.0,0.785,6.346029082271061e+18
330.0,215.0,0.785,6.396905320359063e+18
330.0,220.0,0.785,6.355799481740773e+18
330.0,225.0,0.785,6.428812254374241e+18
330.0,230.0,0.785,6.427191087358738e+18
330.0,235.0,0.785,6.706078518353359e+18
330.0,239.99999999999997,0.785,6.392665992222241e+18
330.0,244.99999999999997,0.785,6.657286593590557e+18
330.0,250.0,0.785,6.904485677570015e+18
330.0,255.0,0.785,6.748969948034169e+18
330.0,260.0,0.785,6.864074487209396e+18
330.0,265.0,0.785,6.710246577156148e+18
330.0,270.0,0.785,7.140858430552035e+18
330.0,275.0,0.785,7.162123964643327e+18
