% Model,attempt8-450.mph
% Version,COMSOL 6.1.0.282
% Date,"Aug 27 2025, 22:23"
% Table,ewfd.normE^4_ate_500nm - Surface Integration 1
% pyramid_l (nm),D (nm),lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
4.874999999999999E2,4.375000000000000E2,6.330000000000000E-1,4.023511507923062E18
4.874999999999999E2,4.500000000000000E2,6.330000000000000E-1,4.674315408235427E18
4.874999999999999E2,4.624999999999999E2,6.330000000000000E-1,7.456283932145120E18
4.874999999999999E2,4.749999999999999E2,6.330000000000000E-1,2.253447588379977E19
4.874999999999999E2,4.874999999999999E2,6.330000000000000E-1,8.101331665441465E20
4.874999999999999E2,5.000000000000000E2,6.330000000000000E-1,1.295553867229065E19
5.000000000000000E2,0.000000000000000E0,6.330000000000000E-1,8.638918579440453E19
5.000000000000000E2,1.250000000000000E1,6.330000000000000E-1,4.053223516761824E19
5.000000000000000E2,2.500000000000000E1,6.330000000000000E-1,3.433973548406912E19
5.000000000000000E2,3.750000000000000E1,6.330000000000000E-1,3.179705855950812E19
5.000000000000000E2,5.000000000000000E1,6.330000000000000E-1,3.118286547410557E19
5.000000000000000E2,6.250000000000000E1,6.330000000000000E-1,3.090498468961898E19
5.000000000000000E2,7.500000000000000E1,6.330000000000000E-1,3.174869319130809E19
5.000000000000000E2,8.750000000000000E1,6.330000000000000E-1,3.395124352233925E19
5.000000000000000E2,1.000000000000000E2,6.330000000000000E-1,3.571476119195984E19
5.000000000000000E2,1.125000000000000E2,6.330000000000000E-1,3.974485491131701E19
5.000000000000000E2,1.250000000000000E2,6.330000000000000E-1,4.715499417662784E19
5.000000000000000E2,1.375000000000000E2,6.330000000000000E-1,8.745798598766258E19
5.000000000000000E2,1.500000000000000E2,6.330000000000000E-1,5.576170378074792E19
5.000000000000000E2,1.625000000000000E2,6.330000000000000E-1,3.813883487236390E19
5.000000000000000E2,1.750000000000000E2,6.330000000000000E-1,5.101978161403854E19
5.000000000000000E2,1.875000000000000E2,6.330000000000000E-1,1.285521028053792E20
5.000000000000000E2,2.000000000000000E2,6.330000000000000E-1,7.571295336729508E19
5.000000000000000E2,2.125000000000000E2,6.330000000000000E-1,1.184520503110759E20
5.000000000000000E2,2.250000000000000E2,6.330000000000000E-1,2.376976656323570E20
5.000000000000000E2,2.375000000000000E2,6.330000000000000E-1,4.594625542194964E20
5.000000000000000E2,2.500000000000000E2,6.330000000000000E-1,5.779210536537030E20
5.000000000000000E2,2.625000000000000E2,6.330000000000000E-1,3.004389518994408E20
5.000000000000000E2,2.750000000000000E2,6.330000000000000E-1,1.247513120387177E20
5.000000000000000E2,2.874999999999999E2,6.330000000000000E-1,7.790286777178776E19
5.000000000000000E2,3.000000000000000E2,6.330000000000000E-1,7.353032871841908E19
5.000000000000000E2,3.125000000000000E2,6.330000000000000E-1,1.016981409137655E20
5.000000000000000E2,3.250000000000000E2,6.330000000000000E-1,2.169265093220626E20
5.000000000000000E2,3.374999999999999E2,6.330000000000000E-1,7.483791060582926E20
5.000000000000000E2,3.500000000000000E2,6.330000000000000E-1,2.283931503948186E21
5.000000000000000E2,3.625000000000000E2,6.330000000000000E-1,7.584621536317714E20
5.000000000000000E2,3.749999999999999E2,6.330000000000000E-1,1.336842548167805E20
5.000000000000000E2,3.875000000000000E2,6.330000000000000E-1,3.736117452422525E19
5.000000000000000E2,4.000000000000000E2,6.330000000000000E-1,1.956797772299002E19
5.000000000000000E2,4.125000000000000E2,6.330000000000000E-1,1.579666988930132E19
5.000000000000000E2,4.249999999999999E2,6.330000000000000E-1,1.470764105614289E19
5.000000000000000E2,4.375000000000000E2,6.330000000000000E-1,1.941825620340486E19
5.000000000000000E2,4.500000000000000E2,6.330000000000000E-1,4.082129913738736E19
5.000000000000000E2,4.624999999999999E2,6.330000000000000E-1,5.417322066796360E20
5.000000000000000E2,4.749999999999999E2,6.330000000000000E-1,1.509218591346758E20
5.000000000000000E2,4.874999999999999E2,6.330000000000000E-1,3.077271031695667E19
5.000000000000000E2,5.000000000000000E2,6.330000000000000E-1,1.203366714498898E19
