% Model,attempt8.mph
% Version,COMSOL 6.1.0.282
% Date,"Aug 27 2025, 15:24"
% Table,ewfd.normE^4_ate_325nm - 
% pyramid_l (nm),D (nm),lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
2.375000000000000E2,0.000000000000000E0,6.330000000000000E-1,4.912663972135275E18
2.375000000000000E2,1.250000000000000E1,6.330000000000000E-1,4.624830077422606E18
2.375000000000000E2,2.500000000000000E1,6.330000000000000E-1,4.867899800090751E18
2.375000000000000E2,3.750000000000000E1,6.330000000000000E-1,5.154066659117312E18
2.375000000000000E2,5.000000000000000E1,6.330000000000000E-1,5.207892753917553E18
2.375000000000000E2,6.250000000000000E1,6.330000000000000E-1,5.381916842091581E18
2.375000000000000E2,7.500000000000000E1,6.330000000000000E-1,5.569993781167863E18
2.375000000000000E2,8.750000000000000E1,6.330000000000000E-1,5.849444423087715E18
2.375000000000000E2,1.000000000000000E2,6.330000000000000E-1,6.060588909442433E18
2.375000000000000E2,1.125000000000000E2,6.330000000000000E-1,6.318785869223532E18
2.375000000000000E2,1.250000000000000E2,6.330000000000000E-1,6.489865329348353E18
2.375000000000000E2,1.375000000000000E2,6.330000000000000E-1,6.744667474643465E18
2.375000000000000E2,1.500000000000000E2,6.330000000000000E-1,6.927265445845688E18
2.375000000000000E2,1.625000000000000E2,6.330000000000000E-1,7.052876671149932E18
2.375000000000000E2,1.750000000000000E2,6.330000000000000E-1,7.283258853567037E18
2.375000000000000E2,1.875000000000000E2,6.330000000000000E-1,7.454936175954608E18
2.375000000000000E2,2.000000000000000E2,6.330000000000000E-1,7.729301220325000E18
2.375000000000000E2,2.125000000000000E2,6.330000000000000E-1,8.020195513502764E18
2.375000000000000E2,2.250000000000000E2,6.330000000000000E-1,8.187986684891482E18
2.375000000000000E2,2.375000000000000E2,6.330000000000000E-1,8.470085824741669E18
2.375000000000000E2,2.500000000000000E2,6.330000000000000E-1,8.601152645786700E18
2.375000000000000E2,2.625000000000000E2,6.330000000000000E-1,9.039333311044351E18
2.375000000000000E2,2.750000000000000E2,6.330000000000000E-1,9.269922707246557E18
2.375000000000000E2,2.874999999999999E2,6.330000000000000E-1,9.520381443559176E18
2.375000000000000E2,3.000000000000000E2,6.330000000000000E-1,1.022215084565937E19
2.375000000000000E2,3.125000000000000E2,6.330000000000000E-1,1.053562911623717E19
2.375000000000000E2,3.250000000000000E2,6.330000000000000E-1,1.160521815179116E19
2.375000000000000E2,3.374999999999999E2,6.330000000000000E-1,1.268017892588898E19
2.375000000000000E2,3.500000000000000E2,6.330000000000000E-1,1.485758823027830E19
2.375000000000000E2,3.625000000000000E2,6.330000000000000E-1,1.989600016768585E19
2.375000000000000E2,3.749999999999999E2,6.330000000000000E-1,3.863326386637180E19
2.375000000000000E2,3.875000000000000E2,6.330000000000000E-1,3.611804479207926E20
2.375000000000000E2,4.000000000000000E2,6.330000000000000E-1,6.633370279140280E20
2.375000000000000E2,4.125000000000000E2,6.330000000000000E-1,5.634839695184263E19
2.375000000000000E2,4.249999999999999E2,6.330000000000000E-1,4.441569822541672E19
2.375000000000000E2,4.375000000000000E2,6.330000000000000E-1,3.414594208225756E19
2.375000000000000E2,4.500000000000000E2,6.330000000000000E-1,1.551689733893036E19
2.375000000000000E2,4.624999999999999E2,6.330000000000000E-1,1.354964091974609E19
2.375000000000000E2,4.749999999999999E2,6.330000000000000E-1,1.292778648909384E19
2.375000000000000E2,4.874999999999999E2,6.330000000000000E-1,1.271635813370193E19
2.375000000000000E2,5.000000000000000E2,6.330000000000000E-1,1.262751493492282E19
2.500000000000000E2,0.000000000000000E0,6.330000000000000E-1,5.035915674360055E18
2.500000000000000E2,1.250000000000000E1,6.330000000000000E-1,5.534823482523827E18
