% Model,attempt10-785nm_step1.mph
% Version,COMSOL 6.1.0.282
% Date,"Nov 11 2025, 14:58"
% Table,E^4 - Surface Integration 1
% pyramid_l (nm),D (nm),lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
2.050000000000000E2,1.550000000000000E2,7.850000000000000E-1,4.868977813463112E17
2.050000000000000E2,1.600000000000000E2,7.850000000000000E-1,4.949135460131090E17
2.050000000000000E2,1.650000000000000E2,7.850000000000000E-1,4.970162189816997E17
2.050000000000000E2,1.700000000000000E2,7.850000000000000E-1,4.849242388471345E17
2.050000000000000E2,1.750000000000000E2,7.850000000000000E-1,4.777831766368165E17
2.050000000000000E2,1.800000000000000E2,7.850000000000000E-1,4.814679496665715E17
2.050000000000000E2,1.850000000000000E2,7.850000000000000E-1,5.075739076167929E17
2.050000000000000E2,1.900000000000000E2,7.850000000000000E-1,4.911436427561701E17
2.050000000000000E2,1.950000000000000E2,7.850000000000000E-1,4.990628759580164E17
2.050000000000000E2,2.000000000000000E2,7.850000000000000E-1,5.015604940836459E17
2.050000000000000E2,2.050000000000000E2,7.850000000000000E-1,4.937962875748826E17
2.050000000000000E2,2.100000000000000E2,7.850000000000000E-1,5.069586018785645E17
2.050000000000000E2,2.150000000000000E2,7.850000000000000E-1,5.097047324334657E17
2.050000000000000E2,2.200000000000000E2,7.850000000000000E-1,4.945482169375416E17
2.050000000000000E2,2.250000000000000E2,7.850000000000000E-1,5.008675415804786E17
2.050000000000000E2,2.300000000000000E2,7.850000000000000E-1,4.958685905705278E17
2.050000000000000E2,2.350000000000000E2,7.850000000000000E-1,5.056093815052916E17
2.050000000000000E2,2.400000000000000E2,7.850000000000000E-1,4.979697404128367E17
2.050000000000000E2,2.450000000000000E2,7.850000000000000E-1,4.893689274624193E17
2.050000000000000E2,2.500000000000000E2,7.850000000000000E-1,4.889291510927507E17
2.050000000000000E2,2.550000000000000E2,7.850000000000000E-1,4.842715120017971E17
2.050000000000000E2,2.599999999999999E2,7.850000000000000E-1,5.044080461626504E17
2.050000000000000E2,2.650000000000000E2,7.850000000000000E-1,4.999796453988233E17
2.050000000000000E2,2.700000000000000E2,7.850000000000000E-1,4.857999339608904E17
2.050000000000000E2,2.750000000000000E2,7.850000000000000E-1,5.001740338878756E17
2.050000000000000E2,2.800000000000000E2,7.850000000000000E-1,4.969643625195062E17
2.050000000000000E2,2.850000000000000E2,7.850000000000000E-1,4.860250800015898E17
2.050000000000000E2,2.900000000000000E2,7.850000000000000E-1,4.944578664525551E17
2.050000000000000E2,2.950000000000000E2,7.850000000000000E-1,5.036878929545217E17
2.050000000000000E2,3.000000000000000E2,7.850000000000000E-1,5.064836999493419E17
2.050000000000000E2,3.050000000000000E2,7.850000000000000E-1,4.901542045635187E17
2.050000000000000E2,3.099999999999999E2,7.850000000000000E-1,4.805449568833315E17
2.050000000000000E2,3.149999999999999E2,7.850000000000000E-1,4.990185059596799E17
2.050000000000000E2,3.199999999999999E2,7.850000000000000E-1,4.878009523848838E17
2.050000000000000E2,3.250000000000000E2,7.850000000000000E-1,4.912358465897830E17
2.050000000000000E2,3.300000000000000E2,7.850000000000000E-1,5.001410210893019E17
2.050000000000000E2,3.350000000000000E2,7.850000000000000E-1,4.845435504989089E17
2.050000000000000E2,3.400000000000000E2,7.850000000000000E-1,4.783357956151297E17
2.050000000000000E2,3.450000000000000E2,7.850000000000000E-1,4.868807033415984E17
2.050000000000000E2,3.500000000000000E2,7.850000000000000E-1,4.851953733545321E17
2.050000000000000E2,3.550000000000000E2,7.850000000000000E-1,4.678871895232544E17
2.050000000000000E2,3.600000000000000E2,7.850000000000000E-1,4.740399075745667E17
2.050000000000000E2,3.649999999999999E2,7.850000000000000E-1,4.695169309397542E17
2.050000000000000E2,3.699999999999999E2,7.850000000000000E-1,4.772620310056196E17
2.050000000000000E2,3.749999999999999E2,7.850000000000000E-1,4.727256474315659E17
2.050000000000000E2,3.799999999999999E2,7.850000000000000E-1,4.738921966877041E17
2.050000000000000E2,3.850000000000000E2,7.850000000000000E-1,4.869810224043180E17
2.050000000000000E2,3.900000000000000E2,7.850000000000000E-1,4.604876610948892E17
2.050000000000000E2,3.950000000000000E2,7.850000000000000E-1,4.620424304237919E17
2.050000000000000E2,4.000000000000000E2,7.850000000000000E-1,4.832726733952543E17
2.050000000000000E2,4.050000000000000E2,7.850000000000000E-1,4.640711464561754E17
2.050000000000000E2,4.100000000000000E2,7.850000000000000E-1,4.631624770268518E17
2.050000000000000E2,4.150000000000000E2,7.850000000000000E-1,4.579712898126863E17
2.050000000000000E2,4.199999999999999E2,7.850000000000000E-1,4.546504030701829E17
2.050000000000000E2,4.249999999999999E2,7.850000000000000E-1,4.711650883421942E17
2.050000000000000E2,4.299999999999999E2,7.850000000000000E-1,4.422103176747334E17
2.050000000000000E2,4.349999999999999E2,7.850000000000000E-1,4.579727668039441E17
2.050000000000000E2,4.399999999999999E2,7.850000000000000E-1,4.752788807245291E17
2.050000000000000E2,4.450000000000000E2,7.850000000000000E-1,4.450646089003346E17
2.050000000000000E2,4.500000000000000E2,7.850000000000000E-1,4.569071304165656E17
2.050000000000000E2,4.550000000000000E2,7.850000000000000E-1,4.480320210666082E17
2.050000000000000E2,4.600000000000000E2,7.850000000000000E-1,4.472232013211073E17
2.050000000000000E2,4.650000000000000E2,7.850000000000000E-1,4.489995370714060E17
2.050000000000000E2,4.700000000000000E2,7.850000000000000E-1,4.659514816059602E17
2.050000000000000E2,4.749999999999999E2,7.850000000000000E-1,4.552303693604028E17
2.050000000000000E2,4.800000000000000E2,7.850000000000000E-1,4.559290393856696E17
2.050000000000000E2,4.849999999999999E2,7.850000000000000E-1,4.361042960020252E17
2.050000000000000E2,4.900000000000000E2,7.850000000000000E-1,4.603963076220939E17
2.050000000000000E2,4.949999999999999E2,7.850000000000000E-1,4.459581809626092E17
2.050000000000000E2,5.000000000000000E2,7.850000000000000E-1,4.450720777818165E17
2.100000000000000E2,0.000000000000000E0,7.850000000000000E-1,6.203294069135844E17
2.100000000000000E2,4.999999999999999E0,7.850000000000000E-1,5.037909110963216E17
2.100000000000000E2,9.999999999999998E0,7.850000000000000E-1,4.726779600502177E17
2.100000000000000E2,1.500000000000000E1,7.850000000000000E-1,4.830431329486632E17
2.100000000000000E2,2.000000000000000E1,7.850000000000000E-1,4.739162208223471E17
2.100000000000000E2,2.500000000000000E1,7.850000000000000E-1,4.832545356306723E17
2.100000000000000E2,3.000000000000000E1,7.850000000000000E-1,4.834426809736131E17
2.100000000000000E2,3.500000000000000E1,7.850000000000000E-1,4.885356077134309E17
2.100000000000000E2,3.999999999999999E1,7.850000000000000E-1,4.978432802423409E17
2.100000000000000E2,4.500000000000000E1,7.850000000000000E-1,5.026009358425393E17
2.100000000000000E2,5.000000000000000E1,7.850000000000000E-1,4.915450978644631E17
2.100000000000000E2,5.499999999999999E1,7.850000000000000E-1,4.942187084874344E17
2.100000000000000E2,6.000000000000000E1,7.850000000000000E-1,5.058363035955494E17
2.100000000000000E2,6.499999999999999E1,7.850000000000000E-1,5.020007244209951E17
2.100000000000000E2,7.000000000000000E1,7.850000000000000E-1,5.105217817699538E17
2.100000000000000E2,7.500000000000000E1,7.850000000000000E-1,5.116893853630566E17
2.100000000000000E2,7.999999999999999E1,7.850000000000000E-1,5.194641377925265E17
2.100000000000000E2,8.500000000000000E1,7.850000000000000E-1,5.152737341355835E17
2.100000000000000E2,9.000000000000000E1,7.850000000000000E-1,5.146782428456042E17
2.100000000000000E2,9.499999999999999E1,7.850000000000000E-1,5.206245628704961E17
2.100000000000000E2,1.000000000000000E2,7.850000000000000E-1,5.321045659287264E17
2.100000000000000E2,1.050000000000000E2,7.850000000000000E-1,5.424186539046168E17
2.100000000000000E2,1.100000000000000E2,7.850000000000000E-1,5.363262937942834E17
2.100000000000000E2,1.150000000000000E2,7.850000000000000E-1,5.292775351198591E17
2.100000000000000E2,1.200000000000000E2,7.850000000000000E-1,5.475200276054083E17
2.100000000000000E2,1.250000000000000E2,7.850000000000000E-1,5.520855833834802E17
2.100000000000000E2,1.300000000000000E2,7.850000000000000E-1,5.445834740933359E17
2.100000000000000E2,1.350000000000000E2,7.850000000000000E-1,5.317980317959855E17
2.100000000000000E2,1.400000000000000E2,7.850000000000000E-1,5.392100534482780E17
2.100000000000000E2,1.450000000000000E2,7.850000000000000E-1,5.301261601249702E17
